source_facility_type,odhf_facility_type,latitude,longitude
,Nursing and residential care facilities,50.770821,-120.341961
,Nursing and residential care facilities,48.4770791,-123.4125089
,Nursing and residential care facilities,48.459499,-123.38131
long term care,Nursing and residential care facilities,,
,Nursing and residential care facilities,48.446264,-123.34603
,Nursing and residential care facilities,49.0418106,-122.3349739
psychiatric,Hospitals,49.0310858,-122.3003157
,Nursing and residential care facilities,49.1317703,-122.7026815
,Nursing and residential care facilities,49.135354,-122.330124
,Nursing and residential care facilities,49.162539,-123.1107626
,Nursing and residential care facilities,49.2288744,-122.8979893
,Nursing and residential care facilities,48.43881,-123.38889
,Nursing and residential care facilities,49.0295667,-122.8107662
long term care,Nursing and residential care facilities,,
,Nursing and residential care facilities,49.842992,-119.627187
,Nursing and residential care facilities,49.0271841,-123.0701603
,Nursing and residential care facilities,49.1366484,-122.294644
,Nursing and residential care facilities,49.2195003,-122.5310159
,Nursing and residential care facilities,49.700739,-124.97727
general,Hospitals,52.876107,-118.084299
,Nursing and residential care facilities,49.2503144,-123.0429307
,Nursing and residential care facilities,49.883268,-119.4669195
,Nursing and residential care facilities,49.2578371,-123.0383714
,Nursing and residential care facilities,48.459891,-123.39731
,Ambulatory health care services,48.45447,-123.3949
,Nursing and residential care facilities,49.962646,-125.23602
general,Hospitals,49.151404,-125.908799
,Nursing and residential care facilities,49.236999,-123.047
,Nursing and residential care facilities,49.685915,-115.664733
,Nursing and residential care facilities,49.1394638,-121.9679091
other,Ambulatory health care services,,
,Nursing and residential care facilities,49.47472,-123.758
,Ambulatory health care services,50.117232,-122.955944
,Ambulatory health care services,49.82718,-119.6288
,Nursing and residential care facilities,48.449659,-123.41854
,Nursing and residential care facilities,49.3206867,-122.9980666
extended care,Nursing and residential care facilities,49.31138,-124.325
general,Hospitals,52.788934,-111.859543
,Nursing and residential care facilities,49.4644041,-119.5822885
,Ambulatory health care services,49.16434,-122.8753
,Nursing and residential care facilities,49.269313,-124.848
,Nursing and residential care facilities,49.221571,-124.04173
,Nursing and residential care facilities,49.1820657,-123.1082596
,Nursing and residential care facilities,49.2596944,-123.1138887
,Nursing and residential care facilities,49.312108,-123.005
,Nursing and residential care facilities,49.334326,-123.104
,Nursing and residential care facilities,49.138995,-123.1593558
,Nursing and residential care facilities,49.482772,-123.768248
,Ambulatory health care services,50.05433,-119.412485
,Nursing and residential care facilities,49.2190106,-122.9329777
,Nursing and residential care facilities,49.0492254,-122.4728834
,Nursing and residential care facilities,48.503458,-123.3578157
,Nursing and residential care facilities,49.2276256,-124.8086038
,Nursing and residential care facilities,48.490212,-123.31749
general,Hospitals,49.2631558,-123.2460022
other,Ambulatory health care services,,
,Ambulatory health care services,49.2864911,-123.1213
,Ambulatory health care services,49.257857,-123.127501
,Ambulatory health care services,53.8922,-122.8134
,Ambulatory health care services,49.266463,-123.242117
,Ambulatory health care services,48.45517,-123.3744
general,Ambulatory health care services,52.83174,-119.273927
,Nursing and residential care facilities,49.0789671,-122.3857153
other,Ambulatory health care services,,
,Ambulatory health care services,49.11821,-122.673359
,Nursing and residential care facilities,49.1664458,-121.9661444
,Ambulatory health care services,48.710695,-123.607747
,Nursing and residential care facilities,50.4387917,-119.1874706
,Nursing and residential care facilities,49.267258,-123.097
general,Hospitals,49.261616,-123.1239113
,Hospitals,49.261187,-123.125655
,Hospitals,49.26052,-123.120849
long term care,Nursing and residential care facilities,,
,Nursing and residential care facilities,49.24427,-123.14
,Nursing and residential care facilities,49.1240739,-121.9439663
active acute hospital,Hospitals,,
long term care,Nursing and residential care facilities,,
,Nursing and residential care facilities,49.2590505,-123.1002884
,Ambulatory health care services,49.133691,-122.801946
extended care,Hospitals,50.2556464,-119.270432
long term care,Nursing and residential care facilities,,
,Nursing and residential care facilities,48.4299113,-123.3676465
general,Hospitals,48.4665044,-123.4330644
general,Hospitals,54.764751,-111.964494
,Nursing and residential care facilities,49.4591879,-120.515888
,Ambulatory health care services,48.43242,-123.323847
,Nursing and residential care facilities,49.205615,-122.916128
,Ambulatory health care services,49.9134786,-116.9140496
,Nursing and residential care facilities,49.2824813,-123.096363
,Nursing and residential care facilities,48.49645,-123.38733
,Nursing and residential care facilities,49.2565839,-123.0521465
,Nursing and residential care facilities,49.277208,-123.084
,Nursing and residential care facilities,49.073088,-122.674722
,Nursing and residential care facilities,49.8882963,-119.4605542
general,Hospitals,52.4606766,-113.7411041
,Nursing and residential care facilities,49.2615516,-123.1447641
,Nursing and residential care facilities,49.254868,-123.071
,Nursing and residential care facilities,49.2135719,-122.9745099
,Ambulatory health care services,49.05795,-122.3783
long term care,Nursing and residential care facilities,,
,Nursing and residential care facilities,50.653665,-120.33799
,Nursing and residential care facilities,49.0374461,-122.2638329
,Nursing and residential care facilities,49.9055892,-119.3836707
,Ambulatory health care services,49.168301,-123.94144
,Nursing and residential care facilities,49.3216264,-123.0014172
general,Hospitals,53.762612,-112.788581
,Nursing and residential care facilities,50.443508,-119.207355
,Nursing and residential care facilities,48.4531909,-123.3852909
,Ambulatory health care services,49.69744,-124.9863
,Nursing and residential care facilities,49.2697648,-123.1799944
,Ambulatory health care services,49.279513,-123.12848
,Nursing and residential care facilities,49.155593,-121.95191
,Ambulatory health care services,49.219204,-122.927954
,Ambulatory health care services,49.249007,-122.867352
,Nursing and residential care facilities,49.2788454,-122.7620924
,Ambulatory health care services,49.14019,-123.1378
other,Ambulatory health care services,,
,Nursing and residential care facilities,49.2325521,-122.8936793
,Nursing and residential care facilities,49.2134497,-123.1139356
,Ambulatory health care services,48.378844,-123.721171
general,Hospitals,49.2487383,-124.782044
,Ambulatory health care services,49.263571,-124.792035
,Nursing and residential care facilities,49.4808886,-117.299647
,Ambulatory health care services,49.8375,-119.6156
,Nursing and residential care facilities,49.0482742,-122.7977542
,Ambulatory health care services,49.132,-123.0961
,Ambulatory health care services,49.32737,-123.15454
general,Hospitals,53.2548359,-113.5453314
long term care,Nursing and residential care facilities,,
long term care,Nursing and residential care facilities,,
,Nursing and residential care facilities,48.850249,-123.71544
,Nursing and residential care facilities,49.032828,-122.836989
,Nursing and residential care facilities,49.2734596,-124.8466434
,Ambulatory health care services,49.86601,-119.563434
,Nursing and residential care facilities,50.758769,-120.3494264
long term care,Nursing and residential care facilities,,
,Nursing and residential care facilities,49.17259,-124.01553
extended care,Nursing and residential care facilities,50.124098,-113.108947
,Nursing and residential care facilities,49.131794,-123.92555
,Ambulatory health care services,48.463909,-123.499077
,Nursing and residential care facilities,49.69963,-123.14
,Ambulatory health care services,50.120463,-122.954906
,Nursing and residential care facilities,49.8506754,-119.4776144
,Nursing and residential care facilities,49.0236424,-122.7891502
,Nursing and residential care facilities,49.031791,-122.793109
,Nursing and residential care facilities,48.798265,-123.68607
,Nursing and residential care facilities,48.5567761,-123.3977046
,Nursing and residential care facilities,49.3307307,-123.0534125
,Nursing and residential care facilities,53.274952,-110.017784
long term care,Nursing and residential care facilities,,
mental health unit,Nursing and residential care facilities,52.1297698,-122.1397368
,Nursing and residential care facilities,52.1520084,-122.1593926
,Nursing and residential care facilities,49.1406059,-123.1314438
long term care,Nursing and residential care facilities,,
,Nursing and residential care facilities,49.849859,-124.519
,Ambulatory health care services,49.12048,-122.6614
,Nursing and residential care facilities,50.2554465,-119.2599452
,Nursing and residential care facilities,49.2253273,-122.6020158
,Nursing and residential care facilities,49.0924555,-117.7478234
general,Hospitals,54.1197041,-114.4001676
active acute hospital,Hospitals,,
,Ambulatory health care services,49.115513,-122.678664
,Nursing and residential care facilities,50.2550268,-119.2705047
,Nursing and residential care facilities,49.1712909,-121.932773
,Nursing and residential care facilities,49.260325,-123.125
,Nursing and residential care facilities,49.3097667,-123.0142042
,Nursing and residential care facilities,49.2538639,-122.8583242
,Nursing and residential care facilities,49.2660448,-123.1686393
,Nursing and residential care facilities,48.782618,-123.73072
